IDENTIFICACION,NUMERO_REGISTRO_MEDICO,ESPECIALIDAD
874625,924625,Odontologo
874626,924626,Odontologo
874627,924627,Traumatologo
874628,924628,Traumatologo
874629,924629,Neurologo
874630,924630,Traumatologo
874631,924631,Interno
874632,924632,Traumatologo
874633,924633,Ortopedista
874634,924634,Neurologo
874635,924635,Neurologo
874636,924636,Pediatra
874637,924637,Neurologo
874638,924638,Odontologo
874639,924639,Dermatologo
874640,924640,General
874641,924641,Ginecologo
874642,924642,Ginecologo
874643,924643,Odontologo
874644,924644,Odontologo
874645,924645,Traumatologo
874646,924646,Pediatra
874647,924647,General
874648,924648,Dermatologo
874649,924649,Neurologo
874650,924650,Interno
874651,924651,Neurologo
874652,924652,General
874653,924653,Traumatologo
874654,924654,Cardiologo
874655,924655,Pediatra
874656,924656,Ginecologo
874657,924657,Cardiologo
874658,924658,Interno
874659,924659,Neurologo
874660,924660,Dermatologo
874661,924661,Odontologo
874662,924662,Neurologo
874663,924663,Ortopedista
874664,924664,Traumatologo
874665,924665,Interno
874666,924666,Dermatologo
874667,924667,Odontologo
874668,924668,Interno
874669,924669,Odontologo
874670,924670,Pediatra
874671,924671,Pediatra
874672,924672,Neurologo
874673,924673,General
874674,924674,Cardiologo
874675,924675,Optometra
874676,924676,Odontologo
874677,924677,Odontologo
874678,924678,Odontologo
874679,924679,Pediatra
874680,924680,Traumatologo
874681,924681,Odontologo
874682,924682,Odontologo
874683,924683,Odontologo
874684,924684,Cardiologo
874685,924685,Cardiologo
874686,924686,General
874687,924687,Ortopedista
874688,924688,General
874689,924689,Pediatra
874690,924690,Neurologo
874691,924691,Ortopedista
874692,924692,Ortopedista
874693,924693,Ortopedista
874694,924694,Ginecologo
874695,924695,Cardiologo
874696,924696,Optometra
874697,924697,Cardiologo
874698,924698,Cardiologo
874699,924699,Odontologo
874700,924700,Odontologo
874701,924701,Optometra
874702,924702,Pediatra
874703,924703,Cardiologo
874704,924704,Interno
874705,924705,Cardiologo
874706,924706,Interno
874707,924707,Neurologo
874708,924708,Cardiologo
874709,924709,Cardiologo
874710,924710,Cardiologo
874711,924711,Cardiologo
874712,924712,Neurologo
874713,924713,Dermatologo
874714,924714,Ginecologo
874715,924715,General
874716,924716,Odontologo
874717,924717,Optometra
874718,924718,Dermatologo
874719,924719,Odontologo
874720,924720,General
874721,924721,Cardiologo
874722,924722,Odontologo
874723,924723,Neurologo
874724,924724,Neurologo
874725,924725,Optometra
874726,924726,Optometra
874727,924727,Pediatra
874728,924728,Ortopedista
874729,924729,Interno
874730,924730,Traumatologo
874731,924731,Odontologo
874732,924732,Pediatra
874733,924733,Cardiologo
874734,924734,Interno
874735,924735,Dermatologo
874736,924736,Neurologo
874737,924737,Neurologo
874738,924738,Neurologo
874739,924739,Optometra
874740,924740,Optometra
874741,924741,Pediatra
874742,924742,Ginecologo
874743,924743,Pediatra
874744,924744,Optometra
874745,924745,Dermatologo
874746,924746,Cardiologo
874747,924747,Ginecologo
874748,924748,Cardiologo
874749,924749,Ginecologo
874750,924750,Traumatologo
874751,924751,Dermatologo
874752,924752,Ginecologo
874753,924753,Ortopedista
874754,924754,Interno
874755,924755,Neurologo
874756,924756,General
874757,924757,Ortopedista
874758,924758,Optometra
874759,924759,Pediatra
874760,924760,Pediatra
874761,924761,Odontologo
874762,924762,Traumatologo
874763,924763,Ginecologo
874764,924764,Ortopedista
874765,924765,Ortopedista
874766,924766,Ginecologo
874767,924767,Odontologo
874768,924768,Optometra
874769,924769,Interno
874770,924770,Ginecologo
874771,924771,General
874772,924772,Traumatologo
874773,924773,Cardiologo
874774,924774,Odontologo
874775,924775,Cardiologo
874776,924776,Cardiologo
874777,924777,Neurologo
874778,924778,Ortopedista
874779,924779,Optometra
874780,924780,Interno
874781,924781,Cardiologo
874782,924782,Dermatologo
874783,924783,Dermatologo
874784,924784,Ortopedista
874785,924785,Ortopedista
874786,924786,Optometra
874787,924787,Cardiologo
874788,924788,Optometra
874789,924789,Optometra
874790,924790,Interno
874791,924791,Ginecologo
874792,924792,Neurologo
874793,924793,Optometra
874794,924794,Pediatra
874795,924795,Traumatologo
874796,924796,Neurologo
874797,924797,Pediatra
874798,924798,Ginecologo
874799,924799,Odontologo
874800,924800,Cardiologo
874801,924801,Neurologo
874802,924802,Neurologo
874803,924803,Neurologo
874804,924804,Traumatologo
874805,924805,Cardiologo
874806,924806,Dermatologo
874807,924807,Dermatologo
874808,924808,Optometra
874809,924809,Dermatologo
874810,924810,Neurologo
874811,924811,General
874812,924812,Ginecologo
874813,924813,Traumatologo
874814,924814,Ginecologo
874815,924815,General
874816,924816,Cardiologo
874817,924817,Dermatologo
874818,924818,Dermatologo
874819,924819,Cardiologo
874820,924820,Optometra
874821,924821,Ginecologo
874822,924822,Odontologo
874823,924823,Ortopedista
874824,924824,Optometra
874825,924825,Pediatra
874826,924826,General
874827,924827,Ginecologo
874828,924828,Traumatologo
874829,924829,Neurologo
874830,924830,Odontologo
874831,924831,Ortopedista
874832,924832,Optometra
874833,924833,Cardiologo
874834,924834,Pediatra
874835,924835,Optometra
874836,924836,Optometra
874837,924837,Ortopedista
874838,924838,Traumatologo
874839,924839,Optometra
874840,924840,Ortopedista
874841,924841,Pediatra
874842,924842,Ginecologo
874843,924843,Neurologo
874844,924844,Optometra
874845,924845,Ortopedista
874846,924846,Pediatra
874847,924847,Traumatologo
874848,924848,Cardiologo
874849,924849,Odontologo
874850,924850,Neurologo
874851,924851,Ortopedista
874852,924852,Ortopedista
874853,924853,Interno
874854,924854,Ginecologo
874855,924855,Odontologo
874856,924856,Ginecologo
874857,924857,Dermatologo
874858,924858,Dermatologo
874859,924859,Interno
874860,924860,Cardiologo
874861,924861,Odontologo
874862,924862,Ginecologo
874863,924863,Odontologo
874864,924864,Traumatologo
874865,924865,Odontologo
874866,924866,Cardiologo
874867,924867,Traumatologo
874868,924868,Optometra
874869,924869,Dermatologo
874870,924870,Cardiologo
874871,924871,Optometra
874872,924872,Interno
874873,924873,Odontologo
874874,924874,Neurologo
874875,924875,Neurologo
874876,924876,Odontologo
874877,924877,Dermatologo
874878,924878,Traumatologo
874879,924879,Optometra
874880,924880,Odontologo
874881,924881,Neurologo
874882,924882,Dermatologo
874883,924883,Traumatologo
874884,924884,Traumatologo
874885,924885,Optometra
874886,924886,Optometra
874887,924887,Ortopedista
874888,924888,General
874889,924889,Dermatologo
874890,924890,General
874891,924891,General
874892,924892,Traumatologo
874893,924893,Dermatologo
874894,924894,Ortopedista
874895,924895,Pediatra
874896,924896,Interno
874897,924897,General
874898,924898,Neurologo
874899,924899,Pediatra
874900,924900,Dermatologo
874901,924901,Interno
874902,924902,Pediatra
874903,924903,Interno
874904,924904,Optometra
874905,924905,Optometra
874906,924906,General
874907,924907,Cardiologo
874908,924908,Odontologo
874909,924909,Odontologo
874910,924910,Dermatologo
874911,924911,Optometra
874912,924912,Ortopedista
874913,924913,Pediatra
874914,924914,Pediatra
874915,924915,Odontologo
874916,924916,General
874917,924917,Neurologo
874918,924918,Odontologo
874919,924919,Odontologo
874920,924920,Neurologo
874921,924921,Neurologo
874922,924922,Neurologo
874923,924923,Traumatologo
874924,924924,Interno
874925,924925,Optometra
874926,924926,Ortopedista
874927,924927,Pediatra
874928,924928,Neurologo
874929,924929,Cardiologo
874930,924930,General
874931,924931,Pediatra
874932,924932,Cardiologo
874933,924933,Ortopedista
874934,924934,Neurologo
874935,924935,Pediatra
874936,924936,Traumatologo
874937,924937,Optometra
874938,924938,Interno
874939,924939,Ortopedista
874940,924940,Interno
874941,924941,Ortopedista
874942,924942,General
874943,924943,Ortopedista
874944,924944,Ortopedista
874945,924945,General
874946,924946,Traumatologo
874947,924947,Cardiologo
874948,924948,Cardiologo
874949,924949,Dermatologo
874950,924950,Traumatologo
874951,924951,Pediatra
874952,924952,Pediatra
874953,924953,Dermatologo
874954,924954,Cardiologo
874955,924955,Neurologo
874956,924956,Neurologo
874957,924957,Neurologo
874958,924958,Traumatologo
874959,924959,Ginecologo
874960,924960,Neurologo
874961,924961,Odontologo
874962,924962,Neurologo
874963,924963,Traumatologo
874964,924964,Dermatologo
874965,924965,Odontologo
874966,924966,Traumatologo
874967,924967,Ginecologo
874968,924968,General
874969,924969,Interno
874970,924970,Dermatologo
874971,924971,Neurologo
874972,924972,Neurologo
874973,924973,Interno
874974,924974,General
874975,924975,General
874976,924976,Neurologo
874977,924977,Odontologo
874978,924978,Traumatologo
874979,924979,Traumatologo
874980,924980,Optometra
874981,924981,Interno
874982,924982,Ginecologo
874983,924983,Interno
874984,924984,Optometra
874985,924985,Cardiologo
874986,924986,Interno
874987,924987,Interno
874988,924988,Dermatologo
874989,924989,Optometra
874990,924990,Optometra
874991,924991,Dermatologo
874992,924992,General
874993,924993,Odontologo
874994,924994,Interno
874995,924995,Dermatologo
874996,924996,Optometra
874997,924997,Ortopedista
874998,924998,Pediatra
874999,924999,Cardiologo
875000,925000,Pediatra
875001,925001,General
875002,925002,Cardiologo
875003,925003,Traumatologo
875004,925004,Ortopedista
875005,925005,Interno
875006,925006,Ortopedista
875007,925007,Ortopedista
875008,925008,Ortopedista
875009,925009,Odontologo
875010,925010,Odontologo
875011,925011,Ginecologo
875012,925012,Pediatra
875013,925013,Odontologo
875014,925014,Cardiologo
875015,925015,Odontologo
875016,925016,Cardiologo
875017,925017,Pediatra
875018,925018,Optometra
875019,925019,Ginecologo
875020,925020,Traumatologo
875021,925021,Interno
875022,925022,Traumatologo
875023,925023,Dermatologo
875024,925024,Odontologo
875025,925025,General
875026,925026,Odontologo
875027,925027,Pediatra
875028,925028,Neurologo
875029,925029,Odontologo
875030,925030,Neurologo
875031,925031,Cardiologo
875032,925032,Interno
875033,925033,Dermatologo
875034,925034,Optometra
875035,925035,Cardiologo
875036,925036,Ginecologo
875037,925037,Traumatologo
875038,925038,Ginecologo
875039,925039,Dermatologo
875040,925040,Neurologo
875041,925041,Optometra
875042,925042,Interno
875043,925043,Dermatologo
875044,925044,General
875045,925045,Cardiologo
875046,925046,Ginecologo
875047,925047,Traumatologo
875048,925048,General
875049,925049,General
875050,925050,Optometra
875051,925051,Neurologo
875052,925052,Dermatologo
875053,925053,Optometra
875054,925054,Dermatologo
875055,925055,General
875056,925056,Interno
875057,925057,Traumatologo
875058,925058,Dermatologo
875059,925059,Interno
875060,925060,Ginecologo
875061,925061,Odontologo
875062,925062,Optometra
875063,925063,Ginecologo
875064,925064,Traumatologo
875065,925065,Odontologo
875066,925066,Neurologo
875067,925067,Ortopedista
875068,925068,Optometra
875069,925069,Odontologo
875070,925070,Ortopedista
875071,925071,Pediatra
875072,925072,Traumatologo
875073,925073,Odontologo
875074,925074,Neurologo
875075,925075,Pediatra
875076,925076,Dermatologo
875077,925077,Optometra
875078,925078,Pediatra
875079,925079,Traumatologo
875080,925080,Traumatologo
875081,925081,Dermatologo
875082,925082,Dermatologo
875083,925083,Traumatologo
875084,925084,Cardiologo
875085,925085,Odontologo
875086,925086,Neurologo
875087,925087,Neurologo
875088,925088,Cardiologo
875089,925089,Interno
875090,925090,General
875091,925091,Optometra
875092,925092,Odontologo
875093,925093,Dermatologo
875094,925094,Interno
875095,925095,Cardiologo
875096,925096,Optometra
875097,925097,General
875098,925098,Cardiologo
875099,925099,Optometra
875100,925100,Traumatologo
875101,925101,Pediatra
875102,925102,Dermatologo
875103,925103,Pediatra
875104,925104,Cardiologo
875105,925105,Optometra
875106,925106,Ortopedista
875107,925107,Pediatra
875108,925108,General
875109,925109,Ginecologo
875110,925110,Ginecologo
875111,925111,Neurologo
875112,925112,Ortopedista
875113,925113,Neurologo
875114,925114,Pediatra
875115,925115,Optometra
875116,925116,Neurologo
875117,925117,Traumatologo
875118,925118,Pediatra
875119,925119,Ortopedista
875120,925120,Odontologo
875121,925121,General
875122,925122,Dermatologo
875123,925123,Ginecologo
875124,925124,Optometra
875125,925125,Ortopedista
875126,925126,Interno
875127,925127,Dermatologo
875128,925128,General
875129,925129,Cardiologo
875130,925130,Ginecologo
875131,925131,Dermatologo
875132,925132,Pediatra
875133,925133,Ortopedista
875134,925134,General
875135,925135,Interno
875136,925136,Dermatologo
875137,925137,Dermatologo
875138,925138,Optometra
875139,925139,Odontologo
875140,925140,General
875141,925141,Pediatra
875142,925142,Ortopedista
875143,925143,Dermatologo
875144,925144,Ortopedista
875145,925145,Ginecologo
875146,925146,Cardiologo
875147,925147,Odontologo
875148,925148,Interno
875149,925149,Dermatologo
875150,925150,General
875151,925151,Ginecologo
875152,925152,Cardiologo
875153,925153,Cardiologo
875154,925154,Ginecologo
875155,925155,Interno
875156,925156,Neurologo
875157,925157,General
875158,925158,Traumatologo
875159,925159,Neurologo
875160,925160,Dermatologo
875161,925161,Neurologo
875162,925162,Traumatologo
875163,925163,Interno
875164,925164,Odontologo
875165,925165,Dermatologo
875166,925166,Cardiologo
875167,925167,Traumatologo
875168,925168,Neurologo
875169,925169,Optometra
875170,925170,Optometra
875171,925171,Neurologo
875172,925172,Optometra
875173,925173,Cardiologo
875174,925174,Pediatra
875175,925175,Optometra
875176,925176,Neurologo
875177,925177,Pediatra
875178,925178,Interno
875179,925179,Ortopedista
875180,925180,Traumatologo
875181,925181,Pediatra
875182,925182,General
875183,925183,Dermatologo
875184,925184,Neurologo
875185,925185,General
875186,925186,Optometra
875187,925187,Dermatologo
875188,925188,Dermatologo
875189,925189,Optometra
875190,925190,Traumatologo
875191,925191,Interno
875192,925192,Traumatologo
875193,925193,Cardiologo
875194,925194,Odontologo
875195,925195,Traumatologo
875196,925196,Dermatologo
875197,925197,Cardiologo
875198,925198,Interno
875199,925199,Cardiologo
875200,925200,Pediatra
875201,925201,Pediatra
875202,925202,Cardiologo
875203,925203,Ginecologo
875204,925204,General
875205,925205,Traumatologo
875206,925206,General
875207,925207,Optometra
875208,925208,Traumatologo
875209,925209,Neurologo
875210,925210,Dermatologo
875211,925211,Optometra
875212,925212,Odontologo
875213,925213,Pediatra
875214,925214,Neurologo
875215,925215,Pediatra
875216,925216,Ginecologo
875217,925217,Optometra
875218,925218,Cardiologo
875219,925219,Pediatra
875220,925220,Interno
875221,925221,Ortopedista
875222,925222,Interno
875223,925223,Cardiologo
875224,925224,Cardiologo
875225,925225,Odontologo
875226,925226,Traumatologo
875227,925227,Pediatra
875228,925228,Ginecologo
875229,925229,Dermatologo
875230,925230,Ortopedista
875231,925231,Odontologo
875232,925232,Optometra
875233,925233,Optometra
875234,925234,Pediatra
875235,925235,Ortopedista
875236,925236,Interno
875237,925237,Neurologo
875238,925238,Pediatra
875239,925239,Neurologo
875240,925240,Odontologo
875241,925241,Dermatologo
875242,925242,Ginecologo
875243,925243,Odontologo
875244,925244,Interno
875245,925245,Cardiologo
875246,925246,Odontologo
875247,925247,General
875248,925248,Odontologo
875249,925249,Cardiologo
875250,925250,Ginecologo
875251,925251,Cardiologo
875252,925252,General
875253,925253,Cardiologo
875254,925254,Dermatologo
875255,925255,Dermatologo
875256,925256,Traumatologo
875257,925257,Dermatologo
875258,925258,General
875259,925259,Optometra
875260,925260,Cardiologo
875261,925261,Optometra
875262,925262,Pediatra
875263,925263,Ginecologo
875264,925264,Ginecologo
875265,925265,Neurologo
875266,925266,Cardiologo
875267,925267,Interno
875268,925268,Pediatra
875269,925269,Ginecologo
875270,925270,Traumatologo
875271,925271,Optometra
875272,925272,Pediatra
875273,925273,Dermatologo
875274,925274,Traumatologo
875275,925275,Dermatologo
875276,925276,Traumatologo
875277,925277,Dermatologo
875278,925278,Dermatologo
875279,925279,Traumatologo
875280,925280,Ginecologo
875281,925281,Neurologo
875282,925282,Neurologo
875283,925283,Dermatologo
